timestamp,pm10,pm25,aqi,hour_sin,hour_cos,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_6,aqi_lag_24,aqi_rolling_mean_6,aqi_rolling_std_6
2026-07-20 03:00:00,26.7,12.7,56,0.7071067811865476,0.7071067811865476,0,0,56.0,57.0,57.0,58.0,63.0,57.0,0.8944271909998758
2026-07-20 04:00:00,29.2,13.2,55,0.8660254037844386,0.5000000000000001,0,0,56.0,56.0,57.0,58.0,63.0,56.5,1.048808848170113
2026-07-20 05:00:00,33.3,15.3,55,0.9659258262890683,0.25881904510252074,0,0,55.0,56.0,56.0,58.0,63.0,56.0,0.894427190999865
2026-07-20 06:00:00,32.6,16.2,55,1.0,6.123233995736766e-17,0,0,55.0,55.0,56.0,57.0,63.0,55.666666666666664,0.8164965809276663
2026-07-20 07:00:00,28.5,14.4,55,0.9659258262890683,-0.25881904510252063,0,0,55.0,55.0,55.0,57.0,63.0,55.333333333333336,0.5163977794942218
2026-07-20 08:00:00,25.6,13.3,55,0.8660254037844387,-0.4999999999999998,0,0,55.0,55.0,55.0,56.0,62.0,55.166666666666664,0.408248290463734
2026-07-20 09:00:00,24.0,13.0,55,0.7071067811865476,-0.7071067811865475,0,0,55.0,55.0,55.0,56.0,62.0,55.0,0.0
2026-07-20 10:00:00,21.9,11.9,55,0.49999999999999994,-0.8660254037844387,0,0,55.0,55.0,55.0,55.0,62.0,55.0,0.0
2026-07-20 11:00:00,22.9,11.5,56,0.258819045102521,-0.9659258262890682,0,0,55.0,55.0,55.0,55.0,61.0,55.166666666666664,0.4082482904638636
2026-07-20 12:00:00,26.8,12.9,56,1.2246467991473532e-16,-1.0,0,0,56.0,55.0,55.0,55.0,61.0,55.333333333333336,0.5163977794943242
2026-07-20 13:00:00,28.5,13.9,56,-0.2588190451025208,-0.9659258262890683,0,0,56.0,56.0,55.0,55.0,61.0,55.5,0.5477225575051704
2026-07-20 14:00:00,28.9,14.1,56,-0.4999999999999997,-0.8660254037844388,0,0,56.0,56.0,56.0,55.0,61.0,55.666666666666664,0.5163977794943287
2026-07-20 15:00:00,27.1,14.1,56,-0.7071067811865471,-0.7071067811865479,0,0,56.0,56.0,56.0,55.0,60.0,55.833333333333336,0.4082482904638725
2026-07-20 16:00:00,29.1,14.5,56,-0.8660254037844385,-0.5000000000000004,0,0,56.0,56.0,56.0,55.0,60.0,56.0,0.0
2026-07-20 17:00:00,32.6,16.1,56,-0.9659258262890683,-0.25881904510252063,0,0,56.0,56.0,56.0,56.0,60.0,56.0,0.0
2026-07-20 18:00:00,34.0,16.7,56,-1.0,-1.8369701987210297e-16,0,0,56.0,56.0,56.0,56.0,59.0,56.0,0.0
2026-07-20 19:00:00,32.6,15.4,57,-0.9659258262890684,0.2588190451025203,0,0,56.0,56.0,56.0,56.0,59.0,56.166666666666664,0.4082482904638636
2026-07-20 20:00:00,36.3,16.4,57,-0.8660254037844386,0.5000000000000001,0,0,57.0,56.0,56.0,56.0,59.0,56.333333333333336,0.5163977794943242
